אם אדם קימר דבר כלשהו הוא גרם לכך שיהיה לו מבנה קשתי,כך,PRP
אם אדם קימר דבר כלשהו הוא גרם לכך שיהיה לו מבנה קשתי,ש,REL
אם אדם קימר דבר כלשהו הוא גרם לכך שיהיה לו מבנה קשתי,יהיה,COP
אם אדם קימר דבר כלשהו הוא גרם לכך שיהיה לו מבנה קשתי,ל,IN
אם אדם קימר דבר כלשהו הוא גרם לכך שיהיה לו מבנה קשתי,הוא,S_PRN
אם אדם קימר דבר כלשהו הוא גרם לכך שיהיה לו מבנה קשתי,מבנה,NN
אם אדם קימר דבר כלשהו הוא גרם לכך שיהיה לו מבנה קשתי,קשתי,JJ
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,אם,CC
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,אדם,NN
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,חידד,VB
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,דבר,NN
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,כלשהו,PRP
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,הוא,PRP
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,גרם,VB
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,ל,PREPOSITION
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,כך,PRP
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,ש,REL
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,יהיה,COP
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,ל,IN
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,הוא,S_PRN
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,מבנה,NN
אם אדם חידד דבר כלשהו הוא גרם לכך שיהיה לו מבנה חד,חד,JJ
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,נווד,NN
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,הוא,COP
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,אדם,NN
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,אשר,CC
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,מחליף,BN
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,את,AT
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,מקומו,NN
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,ל,PREPOSITION
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,עיתים,NN
נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,קרובות,JJ
אדם הפכפך משנה את דעתו לעיתים קרובות,אדם,NN
אדם הפכפך משנה את דעתו לעיתים קרובות,הפכפך,JJ
אדם הפכפך משנה את דעתו לעיתים קרובות,משנה,BN
אדם הפכפך משנה את דעתו לעיתים קרובות,את,AT
אדם הפכפך משנה את דעתו לעיתים קרובות,דעתו,NN
אדם הפכפך משנה את דעתו לעיתים קרובות,ל,PREPOSITION
אדם הפכפך משנה את דעתו לעיתים קרובות,עיתים,NN
אדם הפכפך משנה את דעתו לעיתים קרובות,קרובות,JJ
דבר ריק הוא דבר חסר תוכן,דבר,NN
דבר ריק הוא דבר חסר תוכן,ריק,JJ
דבר ריק הוא דבר חסר תוכן,הוא,COP
דבר ריק הוא דבר חסר תוכן,דבר,NN
דבר ריק הוא דבר חסר תוכן,חסר,JJ
דבר ריק הוא דבר חסר תוכן,תוכן,VB
דבר ססגוני הוא דבר בעל גוונים רבים,דבר,NN
דבר ססגוני הוא דבר בעל גוונים רבים,ססגוני,JJ
דבר ססגוני הוא דבר בעל גוונים רבים,הוא,COP
דבר ססגוני הוא דבר בעל גוונים רבים,דבר,NNT
דבר ססגוני הוא דבר בעל גוונים רבים,בעל,NNT
דבר ססגוני הוא דבר בעל גוונים רבים,גוונים,NN
דבר ססגוני הוא דבר בעל גוונים רבים,רבים,JJ
אדם שבע הוא אדם שצרך מזון,אדם,NN
אדם שבע הוא אדם שצרך מזון,שבע,JJ
אדם שבע הוא אדם שצרך מזון,הוא,COP
אדם שבע הוא אדם שצרך מזון,אדם,NN
אדם שבע הוא אדם שצרך מזון,ש,REL
אדם שבע הוא אדם שצרך מזון,צרך,VB
אדם שבע הוא אדם שצרך מזון,מזון,NN
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,לוליין,NN
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,הוא,COP
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,אדם,NN
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,ש,REL
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,מבצע,BN
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,תרגילים,NN
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,ב,PREPOSITION
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,ה,DEF
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,אוהל,NN
לוליין הוא אדם שמבצע תרגילים באוהל קרקס,קרקס,VB
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,נהג,NN
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,הוא,COP
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,אדם,NN
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,ש,REL
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,נוהג,BN
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,ב,PREPOSITION
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,כלי,NNT
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,רכב,NN
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,ש,REL
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,את,AT
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,הוא,S_PRN
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,מתקנים,BN
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,ב,PREPOSITION
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,ה,DEF
נהג הוא אדם שנוהג בכלי רכב שאותו מתקנים במוסך,מוסך,NN
אצן הוא ספורטאי שרץ באצטדיון,אצן,NN
אצן הוא ספורטאי שרץ באצטדיון,הוא,COP
אצן הוא ספורטאי שרץ באצטדיון,ספורטאי,NN
אצן הוא ספורטאי שרץ באצטדיון,ש,REL
אצן הוא ספורטאי שרץ באצטדיון,רץ,VB
אצן הוא ספורטאי שרץ באצטדיון,ב,PREPOSITION
אצן הוא ספורטאי שרץ באצטדיון,ה,DEF
אצן הוא ספורטאי שרץ באצטדיון,אצטדיון,NN
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,מחזאי,NN
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,הוא,COP
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,אדם,NN
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,ש,REL
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,כותב,BN
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,מ,PREPOSITION
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,חזות,NN
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,אשר,CC
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,מוצגים,BN
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,ב,PREPOSITION
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,ה,DEF
מחזאי הוא אדם שכותב מחזות אשר מוצגים בתיאטרון,תיאטרון,NN
צנחן הוא אדם שקופץ ממטוס,צנחן,NN
צנחן הוא אדם שקופץ ממטוס,הוא,COP
צנחן הוא אדם שקופץ ממטוס,אדם,NN
צנחן הוא אדם שקופץ ממטוס,ש,REL
צנחן הוא אדם שקופץ ממטוס,קופץ,BN
צנחן הוא אדם שקופץ ממטוס,מ,PREPOSITION
צנחן הוא אדם שקופץ ממטוס,מטוס,NN
מי שהרשה נתן לאדם אחר רשות,מי,QW
מי שהרשה נתן לאדם אחר רשות,ש,REL
מי שהרשה נתן לאדם אחר רשות,הרשה,VB
מי שהרשה נתן לאדם אחר רשות,נתן,VB
מי שהרשה נתן לאדם אחר רשות,ל,PREPOSITION
מי שהרשה נתן לאדם אחר רשות,ה,DEF
מי שהרשה נתן לאדם אחר רשות,אדם,NN
מי שהרשה נתן לאדם אחר רשות,אחר,IN
מי שהרשה נתן לאדם אחר רשות,רשות,NN
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,מי,QW
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,ש,REL
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,ביקש,VB
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,פנה,VB
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,ל,PREPOSITION
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,ה,DEF
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,מישהו,NN
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,מתוך,IN
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,רצון,NN
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,ש,REL
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,את,AT
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,הוא,S_PRN
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,אדם,NN
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,יביע,VB
מי שביקש פנה למישהו מתוך רצון שאותו אדם יביע הסכמה,הסכמה,NN
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,מי,QW
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,ש,REL
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,חוקק,VB
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,קבע,NNT
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,חוק,NN
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,אשר,CC
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,מחילים,BN
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,באמצעות,IN
מי שחוקק קבע חוק אשר מחילים באמצעות אכיפה,אכיפה,NN
מי שציווה נתן לאחר פקודה,מי,QW
מי שציווה נתן לאחר פקודה,ש,REL
מי שציווה נתן לאחר פקודה,ציווה,VB
מי שציווה נתן לאחר פקודה,נתן,BN
מי שציווה נתן לאחר פקודה,לאחר,IN
מי שציווה נתן לאחר פקודה,פקודה,NN
מי שפטר הסיר ממישהו חובה מסויימת,מי,QW
מי שפטר הסיר ממישהו חובה מסויימת,ש,REL
מי שפטר הסיר ממישהו חובה מסויימת,פטר,VB
מי שפטר הסיר ממישהו חובה מסויימת,ה,DEF
מי שפטר הסיר ממישהו חובה מסויימת,סיר,NN
מי שפטר הסיר ממישהו חובה מסויימת,מ,PREPOSITION
מי שפטר הסיר ממישהו חובה מסויימת,מישהו,NNT
מי שפטר הסיר ממישהו חובה מסויימת,חובה,NN
מי שפטר הסיר ממישהו חובה מסויימת,מסויימת,BN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,כש,TEMP
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,אדם,NN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,נמצא,BN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,שמאלה,RB
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,ב,PREPOSITION
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,יחס,NN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,ל,PREPOSITION
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,ה,DEF
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,דבר,NN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,מסוים,BN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,ה,DEF
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,דבר,NN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,למעשה,RB
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,נמצא,BN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,מ,PREPOSITION
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,ימין,NNP
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,אל,IN
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,ה,DEF
כשאדם נמצא שמאלה ביחס לדבר מסוים הדבר למעשה נמצא מימין אל האדם,אדם,NN
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,ה,DEF
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,אדם,NN
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,ש,REL
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,עומד,BN
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,ראשון,NNP
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,הוא,COP
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,מי,QW
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,ש,REL
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,עומד,BN
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,לפני,IN
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,כל,DTT
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,ה,DEF
האדם שעומד ראשון הוא מי שעומד לפני כל השאר,שאר,NN
מזרח הוא הצד הנגדי למערב,מזרח,NN
מזרח הוא הצד הנגדי למערב,הוא,COP
מזרח הוא הצד הנגדי למערב,ה,DEF
מזרח הוא הצד הנגדי למערב,צד,NN
מזרח הוא הצד הנגדי למערב,ה,DEF
מזרח הוא הצד הנגדי למערב,נגדי,JJ
מזרח הוא הצד הנגדי למערב,ל,PREPOSITION
מזרח הוא הצד הנגדי למערב,ה,DEF
מזרח הוא הצד הנגדי למערב,מערב,NN
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,כש,TEMP
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,אדם,NN
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,נמצא,BN
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,קדימה,RB
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,ב,PREPOSITION
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,יחס,NN
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,ל,PREPOSITION
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,ה,DEF
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,דבר,NN
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,מסוים,BN
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,ה,DEF
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,דבר,NN
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,למעשה,RB
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,נמצא,VB
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,מאחורי,IN
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,ה,DEF
כשאדם נמצא קדימה ביחס לדבר מסוים הדבר למעשה נמצא מאחורי האדם,אדם,NN
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,אדם,NN
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,ש,REL
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,עומד,BN
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,מול,IN
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,אדם,NN
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,אחר,JJ
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,למעשה,RB
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,עומד,BN
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,מ,PREPOSITION
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,נגד,NN
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,ל,IN
אדם שעומד מול אדם אחר למעשה עומד מנגד לו,הוא,S_PRN
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),כאשר,CC
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),מעונן,NNT
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),פירוש,NNT
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),ה,DEF
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),דבר,NN
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),ש,REL
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),ה,DEF
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),שמיים,NN
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),מכוסים,BN
כאשר מעונן פירוש הדבר שהשמיים מכוסים ענן(עננים),ענן(עננים),NNP
מנוקד הוא מה שהוסיפו לו סימני ניקוד,מנוקד,JJ
מנוקד הוא מה שהוסיפו לו סימני ניקוד,הוא,PRP
מנוקד הוא מה שהוסיפו לו סימני ניקוד,מה,QW
מנוקד הוא מה שהוסיפו לו סימני ניקוד,ש,REL
מנוקד הוא מה שהוסיפו לו סימני ניקוד,הוסיפו,VB
מנוקד הוא מה שהוסיפו לו סימני ניקוד,ל,IN
מנוקד הוא מה שהוסיפו לו סימני ניקוד,הוא,S_PRN
מנוקד הוא מה שהוסיפו לו סימני ניקוד,סימני,NNT
מנוקד הוא מה שהוסיפו לו סימני ניקוד,ניקוד,NN
מנומק הוא מה שניתן לו נימוק הגיוני,מנומק,JJ
מנומק הוא מה שניתן לו נימוק הגיוני,הוא,PRP
מנומק הוא מה שניתן לו נימוק הגיוני,מה,QW
מנומק הוא מה שניתן לו נימוק הגיוני,ש,REL
מנומק הוא מה שניתן לו נימוק הגיוני,ניתן,VB
מנומק הוא מה שניתן לו נימוק הגיוני,ל,IN
מנומק הוא מה שניתן לו נימוק הגיוני,הוא,S_PRN
מנומק הוא מה שניתן לו נימוק הגיוני,נימוק,NN
מנומק הוא מה שניתן לו נימוק הגיוני,הגיוני,JJ
גופו של הנמר מנומר,גופו,NN
גופו של הנמר מנומר,של,POS
גופו של הנמר מנומר,ה,DEF
גופו של הנמר מנומר,נמר,NN
גופו של הנמר מנומר,מנומר,JJ
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,כאשר,CC
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,אדם,NNT
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,מנומש,NNP
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,פירוש,NNT
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,ה,DEF
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,דבר,NN
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,ש,REL
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,הוא,PRP
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,מכוסה,BN
כאשר אדם מנומש פירוש הדבר שהוא מכוסה נמש(נמשים,נמש(נמשים,NNP
טרחני הוא אדם הנוטה להטריד אחרים,טרחני,JJT
טרחני הוא אדם הנוטה להטריד אחרים,הוא,COP
טרחני הוא אדם הנוטה להטריד אחרים,אדם,NN
טרחני הוא אדם הנוטה להטריד אחרים,ה,REL
טרחני הוא אדם הנוטה להטריד אחרים,נוטה,BN
טרחני הוא אדם הנוטה להטריד אחרים,להטריד,VB
טרחני הוא אדם הנוטה להטריד אחרים,אחרים,JJ
לחדש הוא ליצור דבר מה שאינו שבלוני,ל,PREPOSITION
לחדש הוא ליצור דבר מה שאינו שבלוני,ה,DEF
לחדש הוא ליצור דבר מה שאינו שבלוני,חדש,JJ
לחדש הוא ליצור דבר מה שאינו שבלוני,הוא,COP
לחדש הוא ליצור דבר מה שאינו שבלוני,ליצור,VB
לחדש הוא ליצור דבר מה שאינו שבלוני,דבר,NN
לחדש הוא ליצור דבר מה שאינו שבלוני,מה,QW
לחדש הוא ליצור דבר מה שאינו שבלוני,ש,REL
לחדש הוא ליצור דבר מה שאינו שבלוני,אינו,COP
לחדש הוא ליצור דבר מה שאינו שבלוני,שבלוני,JJ
גמלוני הוא אדם שמתקשה לנוע,גמלוני,NN
גמלוני הוא אדם שמתקשה לנוע,הוא,COP
גמלוני הוא אדם שמתקשה לנוע,אדם,NN
גמלוני הוא אדם שמתקשה לנוע,ש,REL
גמלוני הוא אדם שמתקשה לנוע,מתקשה,VB
גמלוני הוא אדם שמתקשה לנוע,לנוע,VB
לוחמני הוא אדם הנוטה לתקוף,ל,PREPOSITION
לוחמני הוא אדם הנוטה לתקוף,ה,DEF
לוחמני הוא אדם הנוטה לתקוף,וחמני,NN
לוחמני הוא אדם הנוטה לתקוף,הוא,COP
לוחמני הוא אדם הנוטה לתקוף,אדם,NN
לוחמני הוא אדם הנוטה לתקוף,ה,REL
לוחמני הוא אדם הנוטה לתקוף,נוטה,BN
לוחמני הוא אדם הנוטה לתקוף,לתקוף,VB
קטנוני הוא אדם שקשה לרצות אותו,קטנוני,JJ
קטנוני הוא אדם שקשה לרצות אותו,הוא,COP
קטנוני הוא אדם שקשה לרצות אותו,אדם,NN
קטנוני הוא אדם שקשה לרצות אותו,ש,REL
קטנוני הוא אדם שקשה לרצות אותו,קשה,MD
קטנוני הוא אדם שקשה לרצות אותו,לרצות,VB
קטנוני הוא אדם שקשה לרצות אותו,את,AT
קטנוני הוא אדם שקשה לרצות אותו,הוא,S_PRN
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,.לנסר,NNP
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,זו,PRP
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,פעולה,NN
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,ש,REL
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,תוצר,VB
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,ה,DEF
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,לוואי,NN
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,של,POS
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,היא,S_PRN
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,הוא,COP
.לנסר זו פעולה שתוצר הלוואי שלה הוא שבבים,שבבים,NN
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,לרתך,VB
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,זו,PRP
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,פעולה,NN
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,ש,REL
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,תוצר,NNT
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,ה,DEF
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,לוואי,NN
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,של,POS
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,היא,S_PRN
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,הוא,COP
לרתך זו פעולה שתוצר הלוואי שלה הוא גצים,גצים,NN
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,לחטוב,VB
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,זו,PRP
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,פעולה,NN
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,ש,REL
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,ה,DEF
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,תוצר,NN
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,ה,DEF
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,עיקרי,JJ
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,של,POS
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,היא,S_PRN
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,הוא,COP
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,בולי,NNT
לחטוב זו פעולה שהתוצר העיקרי שלה הוא בולי עץ,עץ,NN
ניתן לגרוס נייר במגרסה.,ניתן,MD
ניתן לגרוס נייר במגרסה.,לגרוס,VB
ניתן לגרוס נייר במגרסה.,נייר,NN
ניתן לגרוס נייר במגרסה.,ב,PREPOSITION
ניתן לגרוס נייר במגרסה.,ה,DEF
ניתן לגרוס נייר במגרסה.,מגרסה.,NN
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,לחרוש,VB
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,זו,PRP
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,פעולה,NN
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,ש,REL
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,ה,DEF
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,תוצר,NN
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,ה,DEF
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,עיקרי,JJ
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,של,POS
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,היא,S_PRN
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,הוא,COP
לחרוש זו פעולה שהתוצר העיקרי שלה הוא תלמים,תלמים,NN
כדי להגיע לכיוון מערב יש ללכת ימה,כדי,IN
