id,year,chapter,source,difficulty,base,base_description,option_1,option_1_desc,option_2,option_2_desc,option_3,option_3_desc,option_4,option_4_desc,correct_answer,vowelized,phrases,split
13Deca3,13-Dec,a,NITE,3,ביות:פראי,תהליך הביות גורם לכך שהעצם עליו מבוצע התהליך לא יהיה פראי,כיתור:מוקף,כיתור הוא תהליך הגורם לכך שעצם מסוים יהיה מוקף,פיהוק:פעור,פיהוק הוא פעולה שבמהלכה הפה נהיה פעור,מילוי:ריק,תהליך המילוי גורם לכך שהעצם עליו מבוצע התהליך לא יהיה ריק,ויתור:עיקש,אדם עיקש מתקשה לבצע ויתור,3,0,0,train
FA21a6,FA21,a,NITE,6,איזה:אילו,המילה איזה היא צורת היחיד של המילה אילו,שניים:שתיים,המילה שניים היא צורת הזכר של המילה שתיים,אני:אנחנו,המילה אני היא צורת היחיד של המילה אנחנו,איפה:איה,המילה איפה היא מילה נרדפת למילה איה,יומיים:ימים,המילה יומיים הוא ביטוי המציין זמן של שני ימים,2,1,0,train
SU19b6,SU19,b,NITE,6,השׂתרר:שָׂרַר,שרר הוא מי שהתמיד בפעולה זו לאחר שהשתרר במקום מסוים,התהלך:הלך,מי שהלך לאט בלי מטרה מסוימת הוא מי שהתהלך,נשבר:שבר,מי ששבר גרם לכך שמשהו נשבר,התנשם:נשם,מי שנשם בכבדות הוא מי שהתנשם,נעמד:עמד,עמד הוא מי שהתמיד בפעולה זו לאחר שנעמד במקום מסוים,4,1,0,train
SP18b2,SP18,b,NITE,2,לֶחם:נקצר,לחם הוא מאכל שנאפה מחיטה שנקצר,שום:נכתש,שום הוא מאכל שנכתש לעתים,בד:נארג,בד הוא חומר שנארג,כרם:נבצר,כרם נבצר כאשר מעוניינים בפירות שעל הגפנים בו,שולחן:נכרת,שולחן הוא רהיט שנבנה מעץ שנכרת,4,0,0,train
13Feba5,13-Feb,a,NITE,5,צג:מקלדת,הפעולה שמתבצעת על המקלדת מוצגת באצמעות צג,רמקול:מיקרופון,הפעולה המתבצעת על המיקרופון מוצגת באמצעות רמקול,נורה:חשמל,,טלפון:אפרכסת,,דיו:עט,,1,0,0,train
12Decb3,12-Dec,b,NITE,3,מסַקרֵן:סקרנות,דבר מסקרן מעורר לסקרנות,מרתיע:רתיעה,דבר מרתיע מעורר לרתיעה,מאמין:אמון,,מראיין:ריאיון,,מכחיש:הכחשה,,1,0,0,train
12Deca2,12-Dec,a,NITE,2,נוח לכעוס:הרגיז,קל להרגיז מישהו שהוא נוח לכעוס,חשדן:האמין,,פתי:הונה,קל להונות מישהו שהוא פתי,סגפן:סָבַל,,קמצן:התרים,,2,1,0,train
WIN19a1,WIN19,a,NITE,1,שאל:תשובה,מי ששאל שאלה רצה לקבל תשובה ממישהו אחר,התנצל:מחילה,מי שהתנצל רצה לקבל מחילה ממישהו אחר,סָפַר:מספָּר,מי שספר הוא מי שחישב את המספר או את הכמות של דבר מסוים,בחר:ברֵרה, למי שבחר בין אפשרויות שונות הייתה בררה,התגרש:נישואין,מי שהתגרש סיים באופן רשמי את הסכם הנישואין שלו עם מישהו אחר,1,1,0,train
16Febb5,16-Feb,b,NITE,5,פלה:שער,פלה פירושו סילק כינים מתוך השיער,כרה:מכרה,כרה פירושו חפר והוציא מחצבים מתוך הקרקע של המכרה,היגר:מולדת,היגר פירושו עזב את המולדת שלו,ניכש:אדמה,ניכש פירושו סילק עשבים שוטים מתוך האדמה,עקר:שורש,עקר פירושו הוציא משהו מהשורש,3,1,0,train
17Deca4,17-Dec,a,NITE,4,שאר בשר:אח,אח הוא סוג של שאר בשר (קרוב משפחה),מסמך:סעיף,סעיף הוא חלק מתוך מסמך,יבשת:מדינה,יבשת היא שטח יבשה גדול ובתוכה לרוב יש מדינה,שפה:מילה,שפה מורכבת בין היתר ממילים,משטר:דמוקרטיה,דמוקרטיה היא סוג של משטר,4,0,0,train
12Deca6,12-Dec,a,NITE,6,תסמין:אבחנה,תסמין מסייע לרופא להגיע לאבחנה,גבול:תיחום,,ראָיה:פסיקה,ראיה מסייעת לשופט להגיע לפסיקה,אות:כתיבה,,דעה:סקר,,2,1,0,train
16Feba1,16-Feb,a,NITE,1,נפילה:מעקה,מעקה נועד למנוע נפילה ולהגן מפניה,מחלה:חיסון,חיסון נועד למנוע מחלה ולהגן מפניה,מחלה:רופא,רופא מטפל במחלה של אדם ולא מונע אותה,מחלה:תרופה,תרופה היא אמצעי לריפוי מחלה,מחלה:חיידק,חיידק הוא יצור שמפיץ מחלה,1,0,0,train
14Decb5,14-Dec,b,NITE,5,מסכים:תמימות דעים,אם מישהו מסכים עם מישהו אחר יש ביניהם תמימות דעים,רדום:עֵרנות,אם מישהו רדום הוא אינו מגלה עירנות,מבודח:צחוק,אם מישהו מבודח סביר שהוא יפרוץ בצחוק,סמוך:קִרבה,אם מישהו סמוך למישהו אחר יש ביניהם קרבה,מרוגז:התגרות,התגרות באדם מסוים יכול לגרום לו להיות מרוגז,3,1,1,train
14Deca1,14-Dec,a,NITE,1,קפדן:לדקדק,קפדן הוא מי שנוטה לדקדק,נרגן:לרטון,נרגן הוא מי שנוטה לרטון,נוטר:למחול,נוטר אינו נוטה למחול,נלעג:לזלזל,לזלזל זה לגרום לאחר להיות נלעג,נזוף:לגעור,לגעור זה לגרום לאחר להיות נזוף,1,0,0,train
SU19a2,SU19,a,NITE,2,לוח מודעות:מודעות,ייעודו של לוח מודעות הוא שיתלו עליו מודעות,שולחן:מפה,על שולחן ניתן לפרוש מפה,תורן:דגל,ייעודו של תורן הוא שיתלו עליו דגל,סיר:נזיד,בסיר ניתן לבשל נזיד,דלת:מפתח,דלת ניתן לנעול באמצעות מפתח,2,0,1,train
17Febb5,17-Feb,b,NITE,5,לאלתר:שהייה,לאלתר פירושו ללא שהייה,לערך:אומדן,לערך פירושו באמצעות הנחת אומדן,למרות:סיבה,למרות היא מילה המציגה סיבה לשווא פירושו ללא תועלת,לשווא:תועלת,לשווא פירושו ללא תועלת,למכביר:מעט,למכביר פירושו לא מעט,3,0,0,train
WIN18a4,WIN18,a,NITE,4,מחיר:לייקר,לייקר זה להעלות את המחיר,צָמָא:לִרוות,לרוות זה להחליש את הצמא,מידע:להלשין,להלשין זה לספק מידע מרשיע על מישהו אחר,אויב:למגר,למגר זה להכניע את האויב,צפיפות:לדחוס,לדחוס זה להעלות את הצפיפות,4,1,0,train
SP19a2,SP19,a,NITE,2,לשכנע:לטעון  ,כדי לשכנע מישהו צריך לטעון היטב,להציג:להסתיר,להציג הוא ההפך מלהסתיר,לקלוע:לזרוק,כדי לקלוע צריך לזרוק היטב,להסמיק:להביך,כדי לגרום למישהו אחר להסמיק ניתן להביך אותו,לשאול:לענות,לשאול היא פעולה הנעשית כדי לגרום למישהו אחר לענות,2,0,0,train
13Julb1,13-Jul,b,NITE,1,צרה:צרה צרורה,צרה צרורה היא הצורה הקיצונית של צרה,דמעות:דמעות תנין,דמעות תנין הן צורתן השקרית של דמעות,נחמה:נחמה פורתא,נחמה פורתא היא צורתה הקטנה של נחמה,בכי:בכי תמרורים,בכי תמרורים הוא הצורה הקיצונית של בכי,שמחה:שמחה לאיד,שמחה לאיד היא צורה מסוימת של שמחה,3,0,1,train
13Deca2,13-Dec,a,NITE,2,ספרייה:דף,הספרייה מכילה פרטים שאחד ממרכיביהם הוא דף,מאפייה:בצק,מאפייה מכילה פרטים העשויים מבצק,משתלה:עלה,משתלה מכילה פרטים שאחד ממרכיביהם הוא עלה,מלתחה:בגד,מלתחה היא מקום האחסון של הבגד,בקתה:קורה,קורה היא אחד החלקים המרכיבים את הבקתה,2,0,0,train
WIN21b3,WIN21,b,NITE,3,אטב:חבל כביסה,אטב משמש לתליית דברים על חבל הכביסה,מסמר:קיר,מסמר משמש לתליית דברים על הקיר,קולב:מעיל,על גבי קולב ניתן לתלות מעיל,מגהץ:קרש גיהוץ,את השימוש במגהץ עושים על גבי קרש גיהוץ,עט:שולחן כתיבה,את השימוש בעט עושים בדרך כלל על גבי שולחן כתיבה,1,0,0,train
SP18a6,SP18,a,NITE,6,אבנט:אבזם,באמצעות אבזם סוגרים אבנט,פוזמק:נעל,נועלים נעל על גבי פוזמק,מקטורן:כפתור,באמצעות כפתור סוגרים מקטורן,עדי:שרשרת,שרשרת היא סוג של עדי,נזר:ראש,ראש הוא מה שעליו מניחים נזר,2,0,0,train
13Sepb2,13-Sep,b,NITE,2,להתלקח:לדעוך,לגרום למישהו להתלקח פירושו לגרום לו לעבור את התהליך ההפוך מלדעוך,להגר:להגלות,להגלות זו פעולה הגורמת למישהו אחר להגר,להתבולל:להיטמע,להתבולל ולהיטמע הן מילים נרדפות,לעבוד:לפטר,לפטר זו פעולה הגורמת לאדם אחר להפסיק לעבוד במקום מסוים,להתלכד:להתפלג,לגרום למישהו להתלכד פירושו לגרום לו לעבור את התהליך ההפוך להתפלג,4,0,0,train
WIN21b2,WIN21,b,NITE,2,פה:אי שם,פה - במקום הזה אי שם - במקום כלשהו לא מפורט,תמיד:לעיתים,דבר שמתרחש לעיתים לא מתרחש תמיד,היום:אתמול,היום מגיע אחרי אתמול,מזמן:אי אז,דבר שהתרחש מזמן התרחש אי אז (פעם באחד הימים בעבר),עכשיו:מתישהו,עכשיו - בזמן הזה מתישהו - בזמן כלשהו לא מפורט,4,0,0,train
14Octa2,14-Oct,a,NITE,2,בלתי הפיך:להחזיר לקדמותו,מצב בלתי הפיך הוא מצבצ שלא ניתן להחזיר לקדמותו,מחוסן:לַחֲלות,אדם מחוסן הוא אדם שמוגן מפני מחלה מדבקת כלשהי אך אין זה אומר שהוא לא יכול לחלות,אקראי:לחזות,דבר מה אקראי הוא דבר שלא ניתן לחזות את התרחשותו,זניח:להתייחס,אין סיבה להתייחס לדבר מה זניח (טפל),נקי:להכתים,ניתן להכתים דבר מה נקי,2,0,1,train
WIN18a1,WIN18,a,NITE,1,מפה:שולחן,את המפה פורשים על השולחן,שטיח:רצפה,את השטיח פורשים על רצפה,תקרה:חדר,התקרה היא החלק הפנימי עליון בחדר,תריס:חלון,התריס מכסה את החלון,מזרן:מיטה,את המזרן מניחים על המיטה,1,1,1,train
SP18a5,SP18,a,NITE,5,כאן:מקום,כאן פירושה במקום הזה,הפעם:פעם,הפעם פירושה בפעם הזאת,לָנצח:נצח,לנצח זה עד הנצח,לעיתים:עת,לעתים זה בעתים שונות,בן רגע:רגע,בן רגע זה תוך רגע אחד,1,1,0,train
SU22a3,SU22,a,NITE,3,הוביל:הלך בעקבותיו,הוביל פירושו שאדם אחר הלך בעקבותיו,טעה:זרה חול בעיניו,הוא טעה משום שאחר זרה חול בעיניו,שכנע:דיבר על ליבו,שכנע פירושו שאדם אחר בא בצל קורתו,אירח:בא בצל קורתו,אירח פירושו שאדם אחר בא בצל קורתו,הנעים:בא כשמן בעצמותיו,הנעים פירושו שהוא בא כשמן בעצמותיו לאדם אחר,3,0,1,train
FA20b1,FA20,b,NITE,1,"אות:נו""ן ","נו""ן הוא שמה של האות ה- 14 באלף- בית",בית:סלון,סלון הוא אחד החדרים בבית,עיר:כפר,כפר הוא יישוב קטן ועיר היא יישוב גדול,עונה:סתיו,סתיו הוא שם של עונה,כסף:מטבע,מטבע הוא עצם מתכתי שמשמש ככסף,3,0,0,train
14Octb3,14-Oct,b,NITE,3,ניקוד:קריאה,סימני ניקוד מטרתם להקל עבור אנשים על הקריאה,שילוט:התמצאות,שילוט נועד להקל על אנשים את ההתמצאות במקום מסויים,תיבול:בישול,על מנת להעשיר את טעמו של תבשיל במהלך הבישול מוסיפים לו תיבול,תדלוק:נסיעה,תדלוק רכב נעשה כדי לספק לרכב דלק לצורך ביצוע נסיעה,תשלום:קנייה,מבצעים תשלום בכדי להשלים פעולת הקנייה,1,0,0,train
WIN21a3,WIN21,a,NITE,3,דגל לבן:כניעה,דגל לבן משמש בכדי להביע כניעה,אבן נגף:הכשלה,אבן נגף היא מכשול שמטרתו לגרום להכשלה,משיכת כתף:תגובה,משיכת כתף היא סוג של תגובה שנועדה להביע אדישות או חוסר עניין,מחיאת כף:שבח,מחיאת כף משמשת בכדי להביע שבח,טביעת אצבע:זהות,באמצעות טביעת אצבע ניתן לקבוע את הזהות של אדם,3,0,1,train
12Octa3,12-Oct,a,NITE,3,זועף:לפייס,הפעולה לפייס נועדה לגרום למישהו להפסיק להיות זועף,יגע:לעייף,,תמה:לשאול,,תועה:לכוון,הפעולה לכוון נועדה לגרום למישהו להפסיק להיות תועה (אבוד).,סורר:לציית,,3,0,0,train
SP19a1,SP19,a,NITE,1,מושלם:פגם ,בדבר מושלם אין פגם,ריק:תוכן,בדבר ריק אין תוכן,חמוץ:סוכר,דבר חמוץ הוא דבר שטעמו אינו כטעם סוכר,עקור:שורשים,מה שעקור הוצא עם השורשים שלו מתוך  האדמה,תתרן:אף,תתרן הוא אדם שהאף שלו אינו מתפקד כראוי (אינו מסוגל להריח),1,0,0,train
17Feba1,17-Feb,a,NITE,1,עמד בניסיון:התפתה,מי שעמד בניסיון לא התפתה לדבר מה,עמד מנגד:התערב,מי שעמד מנגד לא התערב בדבר מה,עמד בדיבורו:הבטיח,מי שעמד בדיבורו קיים את אשר הבטיח,עמד במריו:התנגד,מי שעמד במריו למעשה התנגד לדבר מה,עמד לדין:הורשע,מי שעמד לדין למעשה נשפט בבית דין וייתכן כי הוא הורשע בביצוע עבירה,1,0,0,train
15Aprb4,15-Apr,b,NITE,4,הפיס דעתו:מרוצה,מי שהפיס דעתו של אדם אחר גרם לאותו אדם להיות מרוצה,הכניעוֹ:חזק,מי שהכניעו גרם לו להיכנע. אדם חזק יכול לגרום לאחר להיכנע,הפחידוֹ:מתיירא,מי שהפחידו (הפחיד אדם אחר) גרם לאותו אדם להיות מתיירא,הדהימוֹ:אדיש,מי שהדהימו גרם לו לחוש תדהמה ולא להיות אדיש,הרשיעוֹ:זכאי,מי שהרשיעו גרם לו להיות מורשע ולא זכאי,2,0,0,train
13Sepa2,13-Sep,a,NITE,2,חוטב:נגר,חוטב הוא אדם המבצע פעולה הנעשית על מנת לספק חומר גלם לעבודתו של הנגר,מכונאי:נהג,מכונאי מתקן דבר מה (מכונית) עבור הנהג,צייד:טַבָּח,צייד הוא אדם המבצע פעולה על מנת לספק חומר גלם לטבח,אוצֵר:אמן,אוצר שומר על תוצר עבודתו של האמן,בוצר:שתיין,בוצר הוא אדם המספק את חומר הגלם ממנו עשוי מוצר בו משתמש השתיין,2,1,0,train
SU22b1,SU22,b,NITE,1,ריק:תכולה,ריק הוא מה שאין בו תכולה,סוטה:נורמה,סוטה הוא מי שלא מתנהג על פי הנורמה,קר:טמפרטורה,קר הוא מה שהטמפרטורה שלו נמוכה,קירח:שער,קירח הוא מה שאין בו שיער,ותרן:פשרנות,ותרן הוא מי שלרוב נוהג בפשרנות,3,0,0,train
SP19b4,SP19,b,NITE,4,רַצָּף:טאטא,טאטא הוא מי שניקה את הרצפה שיצר את הרצף,ספר:חפף,חפף הוא מי שניקה את השיער שאותו סיפר הספר,חייט:כיבס,כיבס הוא מי שניקה את הבגד שיצר החייט,טבח:הדיח,הדיח הוא מי שניקה את הכלים שבהם הוגשו המאכלים שבישל הטבח,חובש:חיטא,חיטא הוא מי שניקה את הפצע מחיידקים פעולה הנעשית לרוב על ידי חובש,2,1,0,train
14Aprb6,14-Apr,b,NITE,6,דרך:סלל,דרך הוא מה שהזולת סלל,מצוף:הציף,מצוף יכול להציף דבר מה,מידע:הודיע,מידע הוא מה שעובר מאדם לזולת כאשר האדם הודיע לזולת דבר מה,נסורת:ניסר,נסורת היא תוצר לוואי של אדם שניסר דבר מה,מטבע:טבע,מטבע הוא מה שהזולת טבע,4,0,0,train
FA19b5,FA19,b,NITE,5,ודאי!:מהסס,קריאת ודאי! נאמרת על ידי מי שלא מהסס,הס!:מדבר,קריאת הס! נאמרת על ידי מי שמעוניין להסות מישהו שמדבר,כך!:מדגים,קריאת כך! נאמרת על ידי מי שמדגים,לא!:מסכים,קריאת לא! נאמרת על ידי מי שלא מסכים,די!:מפסיק,קריאת די! נאמרת למי שלא מפסיק פעולה מסויימת,3,0,0,train
17Deca3,17-Dec,a,NITE,3,קדנציה:זמן,קדנציה (תקופת כהונה מוגדרת) נמדדת בזמן,שווי:ערך,שווי וערך הן מילים נרדפות,משקל:כמות,משקל הוא מערכת של יחידות ובאמצעותו ניתן לאמוד כמות,תקציב:כסף,תקציב (סכום שמוקצב למטרה מסוימת) נמדד בכסף,חוק:סדר,חוק הוא הוראה רשמית מחייבת והוא נועד לשמור על סדר (במדינה למשל),3,0,0,train
15Sepb6,15-Sep,b,NITE,6,נים ולא נים:שינה,נים ולא נים הוא מצב הנע בין שני מצבים: שינה וערות,בשכבר הימים:זמן,בשכבר הימים פירושו לפני הרבה זמן,שיח ושיג:שיחה,שיח ושיג זה שיחה,בין המצרים:צרה,בין המצרים פירושו נמצא בצרה,בין השמשות:יום,בין השמשות הוא זמן הנע בין שני זמנים: יום ולילה,4,0,1,train
WIN22b3,WIN22,b,NITE,3,השאלה:הענקה,השאלה היא הענקה זמנית,השעיה:פיטורין,השעיה היא פיטורין זמניים,השכרה:תשלום,השכרה נעשית תמורת תשלום,דיבוב:תרגום,דיבוב נעשה לצורכי תרגום,שידוך:נישואין,שידוך נעשה למטרת נישואין,1,0,0,train
SU20a3,SU20,a,NITE,3,עומד בניסיון:לפתות, .עומד בניסיון הוא מי שלא מצליחים לפתות אותו כעת,עומד מלכת:לעצור,עומד מלכת הוא מה שמצליחים לעצור אותו,עומד בדיבורו:להבטיח,עומד בדיבורו הוא מי שמקיים את מה שהבטיח (להבטיח),עומד בעינו:לשַׁנות,עומד בעינו הוא מה שלא מצליחים לשנות אותו כעת,עומד מנגד:לעזור,עומד מנגד הוא מי שלא ניגש לעזור למישהו אחר,3,0,1,train
SP20b2,SP20,b,NITE,2,אדריכל:לגור,אדריכל הוא בעל מקצוע שמתכנן מבנים שבהם ניתן לגור,תזונאי:לבשל,תזונאי הוא בעל מקצוע שמתמחה בתזונה ובמזונות שונים שאת חלקם יש לבשל,נגן:להאזין,נגן הוא בעל מקצוע שמנגן מנגינה שלה ניתן להאזין,זבן:לקנות,זבן הוא בעל מקצוע שניתן לקנות ממנו סחורה,תסריטאי:לצפות,תסריטאי הוא בעל מקצוע שכותב תסריט לתכנית או לסרט שבהם ניתן לצפות,4,0,0,train
16Jula1,16-Jul,a,NITE,1,הציג:להסתכל,מי שהציג דבר מה רצה לגרום לאדם אחר להסתכל על אותו הדבר,הסביר:להבין,מי שהסביר דבר מה רצה לגרום לאדם אחר להבין את אותו הדבר,הבטיח:לקיים,מי שהבטיח דבר מה התחייב לקיים אותו בעצמו,התרצה:להסכים,מי שהתרצה החליט להסכים לבקשה/הצעה/הוראה שניתנה לו,התגונן:להגן,מי שהתגונן ביצע פעולה של להגן על עצמו,1,0,0,train
14Febb1,14-Feb,b,NITE,1,דיונה:חול,דיונה מורכבת מחול,עננים:רוח,עננים מושפעים מרוח,חריש:אדמה,חריש היא פעולה שמבצעים על אדמה,אגם:מים,אגם מורכב ממים,עשן:אש,עשן יכול להיות תוצר של אש,3,0,0,train
WIN21a2,WIN21,a,NITE,2,עץ:שבב,כשחותכים עץ נוצרים שבבים,אבקה:גרגר,אבקה מורכבת מהרבה גרגרים,לחם:פירור,כשחותכים לחם נוצרים פירורים,פרי:חרצן,חרצן הוא הגלעין של הפרי,גשם:טיפה,גשם מורכב מהרבה טיפות,2,0,0,train
16Decb1,16-Dec,b,NITE,1,תחרות:מתחרה,מי שמתחרה משתתף בתחרות,קונצרט:מנצח,המנצח הוא מי שמנהל את הקונצרט,קבוצה:מנהיג,מנהיג הוא מי שעומד בראש הקבוצה,שיחה:מדבר,מי שמדבר משתתף בשיחה,עימות:מפשר,מפשר הוא מי שמסיים את העימות,3,0,0,train
16Jula3,16-Jul,a,NITE,3,חום גבוה:בריאות,חום גבוה הינו סממן של מי שהבריאות שלו אינה במיטבה,אוכל:רעב,אכילת אוכל מבטלת את תחושת הרעב,אובך:ראייה,אובך מקשה על הראייה,עובש:טריות,עובש הינו סממן של מה שהטריות שלו אינה במיטבה,חושך:תאורה,חושך הוא המצב השורר בהיעדר תאורה,3,0,0,train
13Aprb5,13-Apr,b,NITE,5,טל:אגל,אגל הוא צורת ההופעה של הטל,קרחון:קרח,,גשם:מים,,נסורת:שבב,שבב הוא צורת ההופעה של הנסורת,עץ:ענף,,3,0,0,train
17Sepb2,17-Sep,b,NITE,2,קרטע:נע,מי שקרטע בעצם נע באופן לא רצוף,גיחך:צחק,מי שגיחך בעצם צחק בקול חלש,קרקש:הרעיש,מי שקרקש בעצם הרעיש באמצעות חפץ שמשמיע רעש,נצרד:שר,אם מישהו נצרד הוא יחווה קושי בזמן שהוא שר,גמגם:דיבר,מי שגמגם בעצם דיבר באופן לא רצוף,4,0,0,train
16Apra6,16-Apr,a,NITE,6,ניגף:מנצח,אדם ניגף כאשר מישהו אחר מנצח אותו,מתפשט:מלביש,מי שמתפשט לא עושה זאת כאשר מישהו אחר מלביש אותו,מופתע:מפתיע,אדם מופתע כאשר מישהו אחר מפתיע אותו,מושמע:מאזין,כאשר דבר מה מושמע יכול להיות שמישהו מאזין לו,נפסל:פסול,נפסל הוא דבר מה שהפך לפסול,2,1,0,train
17Feba2,17-Feb,a,NITE,2,בישל:מלצר,מלצר הגיש את אשר אדם אחר בישל,הטיס:דייל,דייל הגיש אוכל במטוס אשר אותו הטייס הטיס,כתב:קריין,קריין הגיש (בשידור) את אשר אדם אחר כתב,תפר:חייט,חייט תפר בעצמו בגד כלשהו,לימד:סטודנט,סטודנט ישב בכיתה ולמד את אשר המרצה לימד,2,0,0,train
17Julb1,17-Jul,b,NITE,1,אבן נגף:להתקדם,אבן נגף (מכשול) היא דבר המפריע להתקדם,התרת רסן:להשתולל,התרת רסן היא דבר המאפשר להשתולל,הפגנת כוח:לאיים,הפגנת כוח היא דבר הנועד לאיים,הסחת דעת:להתרכז,הסחת דעת היא דבר המפריע להתרכז,הבטחת שווא:להתאכזב,הבטחת שווא היא דבר הגורם להתאכזב,3,0,1,train
17Feba6,17-Feb,a,NITE,6,שרלטן:מומחיות,שרלטן מציג נושא מסוים כאילו הוא המומחיות שלו,משתמט:חובה,משתמט מתחמק מביצוע החובה שלו,מִתחלה:מחלָה,מתחלה מציג מחלה מסוימת כאילו היא מחלה ממנה הוא סובל,גרגרן:מאכל,גרגרן מרבה באכילת מאכלים,פחדן:חשש,פחדן מביע חשש מביצוע דברים מסוימים,2,0,0,train
15Deca6,15-Dec,a,NITE,6,עקב אכילס:פגיע,עקב אכילס הוא נקודה בה האדם פגיע,דרך חתחתים:קשה,דרך חתחתים היא דרך קשה,נווה מדבר:פורה,נווה מדבר הוא מקום בו המדבר פורה,עיר מקלט:נרדף,עיר מקלט היא מקום אליו בורח הנרדף,תל חורבות:בנוי,תל חורבות הוא מקום בו ההרס הצטבר על שהיה בנוי,2,0,1,train
17Jula3,17-Jul,a,NITE,3,בהתמדה:הפסקה,בהתמדה היא עשיית דבר מה ללא הפסקה,בחטף:מהירות,בחטף היא עשיית דבר מה במהירות,בעקיפין:תיווך,בעקיפין היא עשיית דבר בעזרת תיווך,בנקל:מאמץ,בנקל היא עשיית דבר מה ללא מאמץ,במקביל:זמן,במקביל היא עשיית מספר דברים באותו הזמן,3,0,0,train
13Apra6,13-Apr,a,NITE,6,לא שזפתו עין:ראה,דבר שלא שזפתו עין הוא דבר שאיש לא ראה אותו,דרך הישר:חָטא,,שדה בור:חרש,שדה בור הוא שדה שאיש לא חרש אותו,בית מרפא:חלה,,עיר רפאים:נטש,,2,1,1,train
14Decb4,14-Dec,b,NITE,4,לנסר:נסורת,נסורת היא תוצר לוואי של הפעולה לנסר,לנקז:מים,מים ניתן לנקז,להבעיר:עשן,עשן הוא תוצר לוואי של הפעולה להבעיר,לכתוש:אבקה,לכתוש דבר כלשהו משמעו ליצור ממנו אבקה,לטפטף:טיפות,נוזל מטפטף בצורת טיפות,2,0,0,train
FA18b6,FA18,b,NITE,6,עלה על יצועו:נרדם ,אדם עלה על יצועו ולאחר מכן נרדם,החיש צעדיו:הלך,מי שהחיש את צעדיו למעשה הלך מהר יותר,צד את עינו:הסתכל,אדם צד את עינו של מישהו אחר וגרם לכך שהאחר יסתכל עליו,חכך בדעתו:התלבט,מי שחכך בדעתו למעשה התלבט,שם פעמיו:הגיע,אדם שם פעמיו ולאחר מכן הגיע,4,0,1,train
WIN18b6,WIN18,b,NITE,6,ילדותי:ילד,ילדותי הוא מי שיש לו אופי של ילד,גורלי:גורל,דבר גורלי קובע את הגורל,רצוני:רצון,רצוני הוא מה שנעשה עם רצון,חופשי:חופש,חופשי הוא מי שיש לו חופש,טקסי:טקס,טקסי הוא מה שיש לו אופי של טקס,4,0,0,train
14Febb3,14-Feb,b,NITE,3,להצחיק:הלצה,אפשר להצחיק בעזרת הלצה,להוכיח:ראָיה,אפשר להוכיח בעזרת ראיה,לשאול:תשובה,לשאול היא פעולה שבעקבותיה יכולה לבוא תשובה,לבוא:הזמנה,לבוא היא פעולה שיכולה לקרות בגלל הזמנה,לסייע:מצוקה,ניתן לסייע לזולת כשהוא נמצא במצוקה. לא ניתן לסייע בעזרת מצוקה,1,1,0,train
SU19a6,SU19,a,NITE,6,תה:זרבובית,הזרבובית היא החלק בכלי מזיגה שדרכו מועבר התה,קור:מזגן,המזגן הוא מכשיר חשמלי המשמש לוויסות החום או הקור בחלל סגור,תסכית:רמקול,הרמקול הוא החלק במכשיר שדרכו מועבר התסכית,מלח:מלחייה,מלחייה משמשת לאחסון מלח,דיו:קולמוס,קולמוס הוא כלי המשמש לכתיבה בדיו,2,0,0,train
13Sepb4,13-Sep,b,NITE,4,אבן משחזת:מאכלת,אבן משחזת גורמת למאכלת למלא את תפקידה בצורה טובה יותר,עוגן:מפרש,העוגן משמש לביצוע הפעולה ההפוכה מזו של המפרש,משאבה:צמיג,המשאבה גורמת לצמיד למלא את תפקידו בצורה טובה יותר,תמרור:כביש,התמרור עוזר למי שמשתמש בכביש ולא לכביש עצמו,רשת:חכה,באמצעות הרשת ניתן לבצע פעולה דומה לזו שניתן לבצע עם החכה,2,0,0,train
WIN22b5,WIN22,b,NITE,5,בשל:בשל,דבר שבשל הגיע למצב שבו הוא בשל,התחמם:חמים,דבר שהתחמם קצת הגיע למצב שהוא חמים,התעצל:עצל,ייתכן שאדם שהתעצל הוא אדם עצל,נרגע:רגוע,אדם שנרגע היא למצב שבו הוא רגוע,תיקן:תקין,אדם שתיקן דבר מה הפך אותו לתקין,3,1,0,train
SP20b1,SP20,b,NITE,1,אבן:יהלום,יהלום הוא סוג של אבן יקרה,נוזל:משקה,משקה הוא נוזל שהוכן לשתייה,צריף:ארמון,ארמון הוא מבנה גדול ומפואר וצריף הוא מבנה קטן,בד:משי,משי הוא סוג של בד יקר,מנה:קינוח,קינוח הוא המנה האחרונה בארוחה,3,0,0,train
16Deca4,16-Dec,a,NITE,4,חור:טלאי,טלאי נועד לכסות את החור (בבגד),רגל:קב,קב משמש בתפקיד של רגל חלופית ,שן:סתימה,סתימה נועדה לאטום חור בשן,אצבע:אצבעון,אצבעון נועד כדי להגן על האצבע של החייט,קרחת:פאה,פאה נועדה לכסות את הקרחת,4,0,0,train
14Apra5,14-Apr,a,NITE,5,קמור:שטוח,קמור ושטוח מתארים מצבים שונים של דבר מה,ניצחון:תיקו,ניצחון ותיקו מתארים מצבים שונים של דבר מה,מוזר:תמוה,כאשר דבר מה הוא מוזר ניתן לומר שהוא תמוה (מילים נרדפות),תקווה:אכזבה,כאשר קיימת תקווה לדבר מה אנו עלולים לחוש אכזבה כלומרתקווה עלולה לגרור אכזבה,חידה:פתרון,לחידה יש פתרון,1,0,0,train
